N20ft301.dat        	   21	   23	   19	    2	  209	  418	    40	    23	     0	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	        0	        0	        0	        0	        0	        0	        0	          0.0000	             0.0	        661.6000	          661.60	   2	
N20ft302.dat        	   21	   26	   15	    2	  208	  415	    40	    26	     0	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	        0	        0	        0	        0	        0	        0	        0	          0.0000	             0.0	        684.2000	          684.20	   2	
N20ft303.dat        	   21	   20	   19	    2	  210	  421	    40	    20	     0	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	        0	        0	        0	        0	        0	        0	        0	          0.0000	             0.0	        746.4000	          746.40	   2	
N20ft304.dat        	   21	   20	   19	    2	  210	  421	    40	    20	     0	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	        0	        0	        0	        0	        0	        0	        0	          0.0000	             0.0	        817.0000	          817.00	   2	
N20ft305.dat        	   21	   25	   18	    2	  208	  416	    41	    25	     0	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	        0	        0	        0	        0	        0	        0	        0	          0.0000	             0.0	        716.5000	          716.50	   2	
N20ft306.dat        	   21	   23	   17	    2	  209	  418	    40	    23	     0	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	        0	        0	        0	        0	        0	        0	        0	          0.0000	             0.0	        727.8000	          727.80	   2	
N20ft307.dat        	   21	   33	   18	    2	  205	  408	    44	    33	     0	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	        0	        0	        0	        0	        0	        0	        0	          0.0000	             0.0	        691.8000	          691.80	   2	
N20ft308.dat        	   21	   23	   19	    2	  209	  418	    40	    23	     0	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	        0	        0	        0	        0	        0	        0	        0	          0.0000	             0.0	        788.2000	          788.20	   2	
N20ft309.dat        	   21	   29	   18	    2	  207	  412	    40	    29	     0	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	        0	        0	        0	        0	        0	        0	        0	          0.0000	             0.0	        730.7000	          730.70	   2	
N20ft310.dat        	   21	   30	   17	    2	  207	  411	    40	    30	     0	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	        0	        0	        0	        0	        0	        0	        0	          0.0000	             0.0	        683.0000	          683.00	   2	
N20ft401.dat        	   21	   32	   17	    2	  206	  409	    41	    32	     0	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	        0	        0	        0	        0	        0	        0	        0	          0.0000	             0.0	        660.8000	          660.80	   2	
N20ft402.dat        	   21	   28	   16	    2	  207	  413	    41	    28	     0	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	        0	        0	        0	        0	        0	        0	        0	          0.0000	             0.0	        684.2000	          684.20	   2	
N20ft403.dat        	   21	   20	   19	    2	  210	  421	    40	    20	     0	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	        0	        0	        0	        0	        0	        0	        0	          0.0000	             0.0	        746.4000	          746.40	   2	
N20ft404.dat        	   21	   23	   19	    2	  209	  418	    40	    23	     0	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	        0	        0	        0	        0	        0	        1	        1	          0.0000	             0.0	        817.0000	          817.00	   2	
N20ft405.dat        	   21	   29	   16	    2	  207	  412	    41	    29	     0	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	        0	        0	        0	        0	        0	        0	        0	          0.0000	             0.0	        716.5000	          716.50	   2	
N20ft406.dat        	   21	   23	   17	    2	  209	  418	    40	    23	     0	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	        0	        0	        0	        0	        0	        0	        0	          0.0000	             0.0	        727.8000	          727.80	   2	
N20ft407.dat        	   21	   33	   18	    2	  205	  408	    42	    33	     0	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	        0	        0	        0	        0	        0	        0	        0	          0.0000	             0.0	        691.8000	          691.80	   2	
N20ft408.dat        	   21	   29	   17	    2	  207	  412	    40	    29	     0	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	        0	        0	        0	        0	        0	        0	        0	          0.0000	             0.0	        757.3000	          757.30	   2	
N20ft409.dat        	   21	   38	   18	    2	  204	  403	    42	    38	     0	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	        0	        0	        0	        0	        0	        0	        0	          0.0000	             0.0	        730.7000	          730.70	   2	
N20ft410.dat        	   21	   41	   17	    2	  203	  400	    47	    41	     0	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	        0	        0	        0	        0	        0	        1	        1	          0.0000	             0.0	        683.0000	          683.00	   2	
N40ft201.dat        	   41	   43	   38	    2	  819	 1638	    80	    43	     0	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	        0	        0	        0	        0	        0	        0	        0	          0.0000	             0.0	       1100.6000	         1100.60	   2	
N40ft202.dat        	   41	   46	   39	    2	  818	 1635	    81	    46	     0	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	        0	        0	        0	        0	        0	        0	        0	          0.0000	             0.0	       1010.4000	         1010.40	   2	
N40ft203.dat        	   41	   63	   31	    2	  813	 1618	    83	    63	     0	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	        0	        0	        0	        0	        0	        0	        0	          0.0000	             0.0	        876.8000	          876.80	   2	
N40ft204.dat        	   41	   53	   37	    2	  815	 1628	    85	    53	     0	    0.00	    0.01	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	        0	       39	       39	        0	        0	        1	        1	          0.0000	             0.0	        885.8000	          885.80	   2	
N40ft205.dat        	   41	   63	   32	    2	  812	 1618	    84	    63	     0	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	        0	       18	       18	        0	        0	        0	        0	          0.0000	             0.0	        940.9000	          940.90	   2	
